gene,disease,pubmed_id,year
ESR1,bone mineral density,15070949,2004
TGFB1,bone mineral density,11157141,2001
ER,bone mineral density,10209569,1998
VDR,bone mineral density,10813109,2000
ESR2,bone mineral density,12151079,2002
TGFB1,bone mineral density,11800227,2001
ESR2,bone mineral density,10708589,2000
VDR,bone mineral density,8864898,1996
VDR,bone mineral density,9760828,1998
RUNX2,bone mineral density,12162506,2002
VDR,bone mineral density,10453562,1997
PPARG,bone mineral density,10381354,1999
VDR,bone mineral density,8970885,1996
VDR,bone mineral density,12843190,2003
VDR,bone mineral density,12927786,2003
TNF,bone mineral density,12396374,2002
PON2,bone mineral density (bmd),12955589,2003
PON1,bone mineral density (bmd),12955589,2003
BGLAP,bone mineral density (bmd) / quantitative ultra sound (qus),12195539,2002
TNF,bone mineral mass,12240899,2002
IL1R,bone mineral mass,12240899,2002
IL6,bone mineralization,11040178,2000
IL6,bone mineralization,11212160,2001
IL6,bone resorption,12519862,2003
CYP17A1,bone size,11341336,2001
RUNX2,bone size,16198163,2005
AHSG,bone size,16318278,2005
BDNF,brain activity,16680163,2006
IL6,brain aging,12767492,2003
APOA1,brain aneurysm,15782489,2005
NOS3,brain aneurysm,15796389,2005
COL1A2,brain aneurysm,14739420,2004
LOXL2,brain aneurysm,17287949,2007
ELN,brain aneurysm,17287949,2007
LIMK1,brain aneurysm,17287949,2007
MMP1,brain cancer,15957163,2005
EGF,brain cancer,17473192,2007
PTEN,brain cancer,14642363,2004
PHOX2B,brain cancer,16691592,2006
GLTSCR1,brain cancer,15834925,2005
SULT1A1,brain cancer,17605044,2007
EGFR,brain cancer,16030116,2005
MTR,brain cancer,17119065,2006
ERCC2,brain cancer,15834925,2005
MMP7,brain cancer,16956593,2006
SLC6A4,brain electrical response,15187981,2004
SLC6A4,brain function,17481593,2007
ADD1,brain hemorrhage,15059531,2004
MMP9,brain hemorrhage,16961137,2006
TUBB,brain hemorrhage,17488662,2007
RETN,brain hemorrhage cerebral infarct atherothrombotic stroke lacunar,17441314,2007
LPL,brain infarction,11680797,2001
F8,brain infarction,10627467,2000
AGTRL1,brain infarction,17309882,2007
DRD2,brain receptor-binding characteristics,12587665,2003
MGMT,brain tumor,14669534,2003
TP53,brain tumors,7664239,1995
F2,branch retinal vein occlusion,10887932,2000
CYP1B1,breast and lung cancer,10739169,2000
GPX1,breast cancer,16945136,2006
GSTP1,breast cancer,11408954,2001
PTGS2,breast cancer,16489098,2006
HLA-DRB1,breast cancer,11027344,2000
CDKN1A,breast cancer,17062672,2006
CYP17A1,breast cancer,15241822,2004
CYP17A1,breast cancer,16702327,2006
CYP19A1,breast cancer,10956405,2000
PRL,breast cancer,16434456,2006
GSTP1,breast cancer,11303592,2001
PRLR,breast cancer,16434456,2006
ADRB2,breast cancer,11434877,2001
PPARGC1B,breast cancer,16704985,2006
HLA-DQB1,breast cancer,11027344,2000
NOS3,breast cancer,17063466,2006
CYP17A1,breast cancer,15604994,2004
NAT2,breast cancer,17535831,2007
CYP19A1,breast cancer,12618873,2003
CYP1A1,breast cancer,17429315,2007
CYP19A1,breast cancer,14602139,2003
FGFR4,breast cancer,16822847,2006
CASP8,breast cancer,15601643,2004
GNAS,breast cancer,17186357,2006
CYP17A1,breast cancer,15609124,2004
CYP1A2,breast cancer,17507615,2007
CYP17A1,breast cancer,12652520,2003
CDKN1B,breast cancer,16804901,2006
CYP17A1,breast cancer,12584742,2003
ESR2,breast cancer,16808847,2006
CYP17,breast cancer,12584742,2003
CYP1B1,breast cancer,16808847,2006
CHEK2,breast cancer,15122511,2004
MTHFD1,breast cancer,17548676,2007
CYP17A1,breast cancer,9796641,1998
MDM2,breast cancer,17080308,2006
CHEK2,breast cancer,15810020,2005
UGT1A1,breast cancer,16637266,2006
ESR1,breast cancer,15842934,2005
CYP1B1,breast cancer,17458695,2007
CHEK2,breast cancer,14997059,2004
TP53,breast cancer,16818855,2006
CCND1,breast cancer,15668481,2005
TP53,breast cancer,17537232,2007
CYP1A1,breast cancer,7641189,1995
TP73,breast cancer,16950799,2006
CYP17A1,breast cancer,10404084,1999
ESR1,breast cancer,16808847,2006
ACACA,breast cancer,15333468,2004
GSTP1,breast cancer,17301692,2007
HSD17B1,breast cancer,12584742,2003
PPARGC1A,breast cancer,16704985,2006
CHEK2,breast cancer,15649950,2005
SIPA1,breast cancer,16563182,2006
LIG4,breast cancer,15256476,2004
SULT1A1,breast cancer,16637266,2006
FGFR4,breast cancer,11830541,2002
PON1,breast cancer,16775186,2006
CHEK2,breast cancer,12454775,2002
ERBB2,breast cancer,17452776,2007
LHCGR,breast cancer,12679452,2003
NBN,breast cancer,16714331,2006
IGFBP3,breast cancer,15298948,2004
LEPR,breast cancer,17428620,2007
HSD17B1,breast cancer,12584742,2003
PGR,breast cancer,16614108,2006
HRAS,breast cancer,2086347,1990
EP300,breast cancer,16704985,2006
GSTM1,breast cancer,11408954,2001
IGFBP3,breast cancer,16306136,2006
ESR1,breast cancer,14522892,2003
SOD2,breast cancer,16945136,2006
CYP1A1,breast cancer,11291049,2001
POR,breast cancer,17440066,2007
BRCA2,breast cancer,15138485,2004
SOD2,breast cancer,16933053,2006
GSTT1,breast cancer,11408954,2001
XRCC4,breast cancer,16835328,2006
CDKN1B,breast cancer,15627896,2004
MGMT,breast cancer,16788379,2006
GSTA1,breast cancer,12516103,2003
IGF1,breast cancer,16306136,2006
AHR,breast cancer,11408954,2001
CDKN1A,breast cancer,16804901,2006
GSTT1,breast cancer,11303592,2001
SOD2,breast cancer,16859522,2006
GSTM3,breast cancer,11303592,2001
CHEK2,breast cancer,17132695,2006
CYP1A1,breast cancer,11408954,2001
COL18A1,breast cancer,16807676,2006
CYP1A1,breast cancer,15241822,2004
CHEK2,breast cancer,17250914,2007
CYP11A1,breast cancer,15159300,2004
XRCC3,breast cancer,17116943,2006
CYP1B1,breast cancer,9823305,1998
PON1,breast cancer,17428620,2007
GSTP1,breast cancer,9539246,1998
MTHFR,breast cancer,17548676,2007
AR,breast cancer,12582022,2003
COMT,breast cancer,17429315,2007
CYP1B1,breast cancer,14520706,2003
IL6,breast cancer,16464738,2005
BRCA2,breast cancer,14559878,2003
SERPINE1,breast cancer,17616807,2007
CYP1B1,breast cancer,12010864,2002
COMT,breast cancer,17217814,2006
GH1,breast cancer,16322331,2005
SERPINE1,breast cancer,17062678,2006
CYP1B1,breast cancer,15075793,2004
NOS3,breast cancer,17262178,2007
AR,breast cancer,10817350,2000
XRCC1,breast cancer,17116943,2006
BRCA1,breast cancer,15777502,2004
POLB,breast cancer,17131038,2006
ERBB2,breast cancer,3664511,1987
COL18A1,breast cancer,17587451,2007
AKAP13,breast cancer,16234258,2005
MMP1,breast cancer,15149160,2004
ITGB3,breast cancer,15609125,2004
COMT,breast cancer,14504192,2003
CYP1B1,breast cancer,12415427,2002
XRCC3,breast cancer,12023982,2002
BRCA1,breast cancer,15256476,2004
NAT2,breast cancer,11291049,2001
CYP1B1,breast cancer,14520706,2003
XRCC2,breast cancer,12023982,2002
BRCA1,breast cancer,15059511,2004
CASP8,breast cancer,17293864,2007
BRCA1,breast cancer,14680495,2004
SRD5A2,breast cancer,12100746,2002
BRCA1,breast cancer,12433008,2002
MPO,breast cancer,15492293,2004
HER2,breast cancer,12166652,2002
SULT1A1,breast cancer,14520706,2003
BRCA1,breast cancer,12101561,2002
MPO,breast cancer,15901995,2005
BRCA1,breast cancer,16161633,2005
SULT1A1,breast cancer,15093672,2004
KLK3,breast cancer,12168876,2002
SULT1A1,breast cancer,12419790,2002
GSTM1,breast cancer,9539246,1998
RAD51,breast cancer,15138485,2004
CTLA4,breast cancer,15218356,2004
ATM,breast cancer,11606401,2001
BRCA1,breast cancer,12750242,2003
ATM,breast cancer,11849780,2002
BRCA1,breast cancer,14680495,2004
ATM,breast cancer,11996792,2002
BRCA1,breast cancer,12928470,2003
SULT1A1,breast cancer,11219777,2001
BRCA1,breast cancer,9839523,1998
CCND1,breast cancer,17116943,2006
IFNG,breast cancer,15900487,2005
UQCRFS1,breast cancer,15047214,2004
ERBB2,breast cancer,15837541,2005
SERPINE1,breast cancer,15907980,2005
BRCA1,breast cancer,11836613,2002
AKAP10,breast cancer,16956908,2006
IFNG,breast cancer,15890243,2005
SULT1A1,breast cancer,12725421,2003
ERCC4,breast cancer,14652281,2003
XRCC1,breast cancer,14652281,2003
IFNG,breast cancer,15900487,2005
SULT1A1,breast cancer,14642079,2003
ESR2,breast cancer,14633679,2003
RAD51,breast cancer,12750242,2003
ERBB2,breast cancer,15550452,2005
TIMP2,breast cancer,14604886,2004
SULT1A1,breast cancer,15093672,2004
VDR,breast cancer,10344739,1999
SULT1A1,breast cancer,11156380,2000
PTCH,breast cancer,12516098,2003
MYC,breast cancer,15929079,2005
XRCC1,breast cancer,15665590,2004
PTCH,breast cancer,12516098,2003
TIMP2,breast cancer,14604886,2004
SULT1A1,breast cancer,15604994,2004
NAT1,breast cancer,9829711,1998
BRCA2,breast cancer,16769276,2006
BRCA1,breast cancer,17557253,2007
SULT1A1,breast cancer,14520706,2003
VDR,breast cancer,12150447,2002
SOD2,breast cancer,15883815,2005
MYCL1,breast cancer,1345822,1992
TNFRSF1B,breast cancer,15863392,2005
SHBG,breast cancer,15894658,2005
NQO1,breast cancer,15138483,2004
MMP9,breast cancer,15609121,2004
SOD2,breast cancer,11323405,2001
SOD2,breast cancer,11323405,2001
NOS3,breast cancer,14623178,2003
SULT1E1,breast cancer,15894657,2005
TP53,breast cancer,15138483,2004
AHR,breast cancer,16538170,2006
TGFB1,breast cancer,11401606,2001
TP53,breast cancer,15837541,2005
LRP1,breast cancer,12793904,2003
MTHFR,breast cancer,15312365,2004
SOD2,breast cancer,15535847,2004
ALDH1L1,breast cancer,17548676,2007
ABCB1,breast cancer,17301692,2007
MMP2,breast cancer,14604886,2004
NAT1,breast cancer,11291049,2001
RB1,breast cancer,7615356,1995
RASSF1,breast cancer,15942659,2005
PGR,breast cancer,14500352,2003
BARD1,breast cancer,17028982,2006
PGR,breast cancer,14500352,2003
SOD2,breast cancer,15217492,2004
CYP3A5,breast cancer,15596297,2005
MMP2,breast cancer,15609121,2004
MMP2,breast cancer,14604886,2004
SOD2,breast cancer,15184255,2004
TNFRSF10A,breast cancer,15975957,2005
ABCB1,breast cancer,17549370,2007
BARD1,breast cancer,16768547,2006
VEGFA,breast cancer,12845639,2003
XRCC3,breast cancer,14652281,2003
VEGFA,breast cancer,12845639,2003
PIK3CA,breast cancer,16317585,2005
CBS,breast cancer,17548676,2007
AURKA,breast cancer,15688402,2005
COMT,breast cancer,14575568,2003
NAT2,breast cancer,12163321,2002
NAT2,breast cancer,9829711,1998
BARD1,breast cancer breast cancer male colorectal cancer ovarian cancer prostate cancer,16825437,2006
TP53,breast cancer by the age of 50 years,11927843,2002
CASP8,breast cancer cervical cancer colorectal cancer esophageal cancer lung cancer stomach cancer,17450141,2007
ERBB2,breast cancer colorectal cancer stomach cancer,16397024,2006
KRAS,breast cancer colorectal cancer stomach cancer,16397024,2006
VDR,breast cancer development,10597185,1999
NR3C1,breast cancer endometriosis uterine fibroids,17522428,2007
BRCA2,breast cancer male,15519522,2004
AR,breast cancer male,15609126,2004
BRCA1,breast cancer male,15519522,2004
MC1R,breast cancer melanoma,16988943,2006
CDKN2A,breast cancer melanoma,16988943,2006
RRM1,breast cancer neutropenia,17602053,2007
ITGB3,breast cancer ovarian cancer,17220212,2007
HER2,breast cancer recurrence,11115354,2000
VDR,breast cancer risk,11461072,2001
BRCA2,breast cancer risk and prenatal viability,11062481,2000
TP53,breast cancer survival,7882357,1995
IGFBP7,breast carcinoma,9627112,1998
TP53,breast carcinoma,11024482,2000
GCH1,broad range of clinical presentations,10457396,1999
SCGB3A2,bronchial asthma,12915772,2003
ADRB2,bronchial asthma,7785006,1995
ADRB2,bronchial asthma,7785006,1995
IKBKAP,bronchial asthma (childhood & adult),11281413,2001
IKBKAP,bronchial asthma (childhood only),11281413,2001
CTLA4,bronchial hyperresponsiveness,12114354,2002
CFTR,bronchiectasis,15151509,2004
IL6,bronchiolitis obliterans syndrome,12451269,2002
IFNG,bronchiolitis obliterans syndrome,12451269,2002
SFTPA1,bronchopulmonary aspergillosis,12743564,2003
SFTPA2,bronchopulmonary aspergillosis,12743564,2003
SFTPA2,bronchopulmonary aspergillosis pulmonary aspergillosis,17311505,2007
MBL2,bronchopulmonary aspergillosis pulmonary aspergillosis,17311505,2007
SFTPA1,bronchopulmonary dysplasia,11105614,2000
DAG1,bronchopulmonary dysplasia,17196572,2007
GPR1,bronchopulmonary dysplasia respiratory distress syndrome neonatal,16938805,2006
IFNG,brucellosis,14675398,2003
IFNG,brucellosis,17566759,2007
SELL,brucellosis,16585636,2006
IL4,brucellosis,17566759,2007
TNF,brucellosis,16984280,2006
SCN5A,brugada syndrome,15338453,2004
SCN5A,brugada syndrome,10690282,1999
VDR,bsmi vitamin d receptor gene polymorphism,9914315,1999
JAK2,budd-chiari syndrome hematology indices polycythemia vera,16762626,2006
MTHFR,budd-chiari syndrome liver transplant portal vein thrombosis,17100732,2006
APOE,bulbar-onset motor neuron disease,8544551,1996
HTR2A,bulimia,15999344,2005
ESR2,bulimia,14699439,2004
BDNF,bulimia eating disorder,16901635,2006
TPH1,bulimia harm avoidance personality traits,17548152,2007
IL1B,bullous pemphigoid,16403098,2006
CD14,burn injury,17304102,2007
IL1B,burning mouth syndrome,16942951,2006
HBB,buruli ulcer,17445142,2007
BCHE,butyrylcholinesterase activity,14735258,2004
RET,c-cell hyperplasia,12085189,2002
IRS1,c-peptide insulin-like growth factor sex hormones,16752222,2006
CRP,c-reactive protein,15271790,2004
TNF,c-reactive protein,17477779,2007
CRP,c-reactive protein,15897982,2005
CRP,c-reactive protein,17511977,2007
CRP,c-reactive protein,15777561,2005
CRP,c-reactive protein,17101857,2006
CD14,c-reactive protein,12756848,2003
IL6,c-reactive protein,16840032,2006
CRP,c-reactive protein,11857055,2002
IRAK1,c-reactive protein,17382928,2007
CRP,c-reactive protein (crp) concentration,12113290,2002
OLR1,c-reactive protein cardiovascular event lipids,17050011,2006
RETN,c-reactive protein cholesterol hdl insulin,17384338,2007
RAGE,c-reactive protein glycation inflammation insulin oxidative stress prostaglandin tumor necrosis factor alpha,17224333,2007
F12,c-reactive protein myocardial infarct,16411408,2005
CRP,c-reactive protein streptococcus pneumoniae,17148079,2006
C2,c2-deficiency gene,7086154,1982
C4A,c4gene deletion,8482459,1993
ADORA2A,caffeine consumption,17616786,2007
ADORA2A,caffeine-induced anxiety.,12825092,2003
VDR,calcific aortic valve stenosis,11359741,2001
VDR,calcium,16640898,2006
CASR,calcium,15531522,2004
CASR,calcium cardiac death heart disease ischemic myocardial infarct phosphate,17374704,2007
ESR1,calcium excretion,10783849,2000
VDR,calcium nephrolithiasis,12542560,2003
VDR,calcium oxalate stone disease,11167636,2001
CALCR,calcium oxalate stones,11464063,2001
TGFBR1,cancer,12947057,2003
ARL11,cancer,15843669,2005
XRCC3,cancer,9542526,1997
ITGB3,cancer,12902444,2003
XRCC5,cancer,9542526,1997
CHEK2,cancer,15492928,2004
XRCC1,cancer,9542526,1997
ABCG2,cancer,15229462,2004
XRCC5,cancer,9542526,1997
MMP1,cancer,10842101,2000
CRP,cancer lung cancer,17114654,2006
FGFR4,cancer progression and tumor cell motility,11830541,2002
CYP1A1,cancer susceptibility,9070254,1997
NER,cancer tissues,9053861,1997
ITGB3,cancer.,12902444,2003
DEFB1,candida,12517831,2003
TNF,carbamazepine hypersensitivity,11294926,2001
HLA-DQA1,carbamazepine hypersensitivity,11294926,2001
XRCC3,cardia cancer stomach cancer,16981340,2006
APOA1,cardiac and cutaneous amyloidosis,10198255,1999
SCN5A,cardiac arrhythmias and sudden death,12471205,2002
SCN5A,cardiac conduction disturbances and degenerative changes,12574143,2003
GYS1,cardiac death,17356695,2007
ADD1,cardiac death,17452507,2007
NOS3,cardiac death,16979000,2006
ACE,cardiac death,17452507,2007
LIPC,cardiac death,16793047,2006
CYBA,cardiac death cardiovascular disease oxidative stress,17337886,2007
MPO,cardiac death cardiovascular disease oxidative stress,17337886,2007
TF,cardiac death myocardial infarct,17008590,2006
F7,cardiac death myocardial infarct,17008590,2006
NOS1AP,cardiac death qt interval,17576865,2007
AMPD1,cardiac function,16021915,2005
PPARA,cardiac growth,11864924,2002
KCNH2,cardiac repolarization,16472284,2006
HLA-DQB1,cardiac sarcoidosis,10958356,2000
CYP11B2,cardiomyopathy,15573760,2004
TNNT2,cardiomyopathy,15769782,2005
AGT,cardiomyopathy,15192838,2004
MYL2,cardiomyopathy,12404107,2002
ACE,cardiomyopathy,12031704,2002
MYBPC3,cardiomyopathy,15737656,2005
CYP11B2,cardiomyopathy,12376254,2002
NFATC4,cardiomyopathy,12939651,2003
CYP11B2,cardiomyopathy,12031704,2002
SOD2,cardiomyopathy,15591282,2004
LMNA,cardiomyopathy,15219508,2004
MYH7,cardiomyopathy,15769782,2005
HLA-DQA1,cardiomyopathy,16225776,2004
MYBPC3,cardiomyopathy,15671604,2005
HFE,cardiomyopathy,11545759,2001
PLN,cardiomyopathy,16235537,2005
HLA-DRB1,cardiomyopathy,17060025,2006
PLN,cardiomyopathy,12705874,2003
HLA-DPA1,cardiomyopathy,17060025,2006
PLN,cardiomyopathy,15640069,2004
CTLA4,cardiomyopathy,16604497,2006
TNNT2,cardiomyopathy,15387941,2004
MYOZ2,cardiomyopathy,17347475,2007
TNNT2,cardiomyopathy,16789403,2006
HLA-DPB1,cardiomyopathy,17060025,2006
PLN,cardiomyopathy,17010801,2006
PPARGC1A,cardiomyopathy hypertension left ventricular hypertrophy,17579564,2007
CTLA4,cardiomyopathy idiopathic dilated,16405845,2005
PLA2G7,cardiomyopathy nonfamilial hypertrophic,11501940,2001
NOS3,cardiopulmonary disease,10717002,2000
PPARD,cardiorespiratory fitness cholesterol hdl,17259439,2007
ABCC1,cardiotoxicity anthracycline-induced,16330681,2005
PPARA,cardiovascular,16309557,2005
AGT,cardiovascular,10097233,1999
NOS3,cardiovascular,12727149,2003
ACE,cardiovascular,9462412,1997
PON2,cardiovascular,9443862,1998
ACE,cardiovascular,8752809,1996
MTHFR,cardiovascular,10337543,1999
AGTR1,cardiovascular,12133518,2002
LPL,cardiovascular,10723106,2000
HERG,cardiovascular,10987356,2000
TTR,cardiovascular,10455100,1999
ACE,cardiovascular,12514670,2003
SLC6A4,cardiovascular,10381332,1999
ACE,cardiovascular,9227291,1997
